source_ref,name,store_type,address,city,state,zip,lat,lng,interstate,exit_number,parking_spaces,overnight_parking,showers,cat_scale
337,Love's Travel Stop #337,Travel Stop,2751 E. Main St.,Albert Lea,MN,56007,43.6598,-93.31592,I-35,11,58,true,true,true
529,Love's Travel Stop #529,Travel Stop,1001 W. Walnut St.,Oglesby,IL,61348,41.293551,-89.086601,I-39,54,88,true,true,true
629,Love's Travel Stop #629,Travel Stop,1001 Highway 76,White House,TN,37188,36.467853,-86.687413,I-65,108 @ Hwy 76,83,true,true,true
877,Love's Travel Stop #877,Travel Stop,497 County Road 222,Cullman,AL,35055,34.129181,-86.864036,,,82,true,true,true
227,Love's Travel Stop #227,Travel Stop,22183 Highway 216,Mc Calla,AL,35111,33.278775,-87.09893,I-20,100,90,true,true,true
284,Love's Travel Stop #284,Travel Stop,8420 N Expressway 281,Edinburg,TX,78542,26.385897,-98.141242,,,149,true,true,true
351,Love's Travel Stop #351,Travel Stop,3020 E. 8th Rd.,Utica,IL,61373,41.370086,-89.00914,I-80,81,69,true,true,true
664,Love's Travel Stop #664,Travel Stop,1730 E Harlan Drive,Terre Haute,IN,47802,39.347895,-87.389742,,,70,true,true,true
850,Love's Travel Stop #850,Travel Stop,7006 Hwy 160/491,Cortez,CO,81321,37.312799,-108.608295,,,32,true,true,false
885,Love's Travel Stop #885,Travel Stop,21379 US 77 Expressway,Harlingen,TX,78550,26.249206,-97.726688,I-69,30/Templeton St,63,true,true,true
750,Love's Travel Stop #750,Travel Stop,17919 Newtown Rd,Oakwood,IL,61858,40.130598,-87.777316,I-74,206,67,true,true,true
793,Love's Travel Stop #793,Travel Stop,150 Couchville Industrial Blvd,Mt Juliet,TN,37122,36.067289,-86.428406,I-840,67/Couchville Pike,100,true,true,true
215,Love's Travel Stop #215,Travel Stop,3380 W. 66th,Gallup,NM,87301,35.505681,-108.833921,I-40,16,36,true,true,false
739,Love's Travel Stop #739,Travel Stop,545 W I-2,Donna,TX,78537,26.182717,-98.06724,I-2,153/Hutto Road,95,true,true,true
314,Love's Travel Stop #314,Travel Stop,6137 Epps Mill Rd.,Christiana,TN,37037,35.724209,-86.319661,I-24,89,101,true,true,true
624,Love's Travel Stop #624,Travel Stop,2600 W I-65 Service Rd N,Prichard,AL,36612,30.742,-88.1108,I-65,8,73,true,true,true
292,Love's Travel Stop #292,Travel Stop,12 W. Northbrook Drive,Dwight,IL,60420,41.11424,-88.4153,I-55,220,120,true,true,true
846,Love's Travel Stop #846,Travel Stop,8400 County Farm Rd,Irvington,AL,36544,30.531819,-88.23788,I-10,10/County Farm Rd-39S,105,true,true,true
826,Love's Travel Stop #826,Travel Stop,100 E Cardinal Way Ste A,Parachute,CO,81635,39.455511,-108.043937,I-70,75/CR-215,67,true,true,true
754,Love's Travel Stop #754,Travel Stop,400 Steward Road,Rochelle,IL,61068,41.898041,-89.066732,I-88,76/IL-251,102,true,true,true
530,Love's Travel Stop #530,Travel Stop,2625 Kelly Creek Rd S,Moody,AL,35004,33.577002,-86.477205,I-20,147,95,true,true,true
767,Love's Travel Stop #767,Travel Stop,3400 Nafta Parkway,Brownsville,TX,78526,25.954858,-97.418534,,,44,true,true,true
859,Love's Travel Stop #859,Travel Stop,8909 N Brisbin Rd,Morris,IL,60450,41.415297,-88.365596,I-80,116,86,true,true,true
839,Love's Travel Stop #839,Travel Stop,6582 S State Road 66,Leavenworth,IN,47137,38.244564,-86.357526,I-64,92/IN Hwy-66,85,true,true,true
764,Love's Travel Stop #764,Travel Stop,1165 Aedc Road,Hillsboro,TN,37342,35.419681,-86.014618,I-24,117,85,true,true,true
368,Love's Travel Stop #368,Travel Stop,300 Arby Dr,Clanton,AL,35046,32.844151,-86.591963,I-65,208,65,true,true,true
851,Love's Travel Stop #851,Travel Stop,16991 E Illinois Rte 72,Monroe Center,IL,61052,42.099645,-89.018089,I-39,111/IL Hwy-72,70,true,true,true
425,Love's Travel Stop #425,Travel Stop,21624 W Alexander Farm Rd,Wilmington,IL,60481,41.32474,-88.13405,,,68,true,true,true
775,Love's Travel Stop #775,Travel Stop,4628 South Main Street,Rockford,IL,61102,42.21505,-89.107076,,,88,true,true,true
304,Love's Travel Stop #304,Travel Stop,905 Steele Station Rd.,Steele,AL,35987,33.933261,-86.191228,I-59,174,85,true,true,true
206,Love's Travel Stop #206,Travel Stop,126 E Flying K Rd,Loxley,AL,36551,30.654386,-87.759422,I-10,44,80,true,true,true
395,Love's Travel Stop #395,Travel Stop,3407 South State Road 45/52,Kankakee,IL,60901,41.07094,-87.868694,I-57,308,90,true,true,true
768,Love's Travel Stop #768,Travel Stop,23801 W Bluff Rd,Channahon,IL,60410,41.434064,-88.189665,I-55,247/Bluff Rd,91,true,true,true
517,Love's Travel Stop #517,Travel Stop,748 22 Road,Grand Junction,CO,81505,39.114154,-108.646213,I-70,26,80,true,true,true
844,Love's Travel Stop #844,Travel Stop,2102 Enterprise Drive,St. Charles,MN,55972,43.954459,-92.064198,I-90,233/MN Hwy-74,61,true,true,true
360,Love's Travel Stop #360,Travel Stop,4000 L&N Turnpike,Horse Cave,KY,42749,37.201373,-85.935198,I-65,58,161,true,true,true
777,Love's Travel Stop #777,Travel Stop,1501 New Lenox Rd,Joliet,IL,60433,41.510848,-88.045194,I-80,134,91,true,true,true
602,Love's Travel Stop #602,Travel Stop,679 Reagan Ave,Box Elder,SD,57719,44.120411,-103.052222,I-90,67B,75,true,true,true
225,Love's Travel Stop #225,Travel Stop,16101 Highway 84,Evergreen,AL,36401,31.419105,-87.00765,I-65,93,148,true,true,true
716,Love's Travel Stop #716,Travel Stop,601 S Ring Rd,Elizabethtown,KY,42701,37.6547,-85.8869,,,63,true,true,true
322,Love's Travel Stop #322,Travel Stop,13477 Quality Dr.,Roscoe,IL,61073,42.455985,-88.998069,I-39,90 / 3,108,true,true,true
276,Love's Travel Stop #276,Travel Stop,900 W. Motel Dr.,Lordsburg,NM,88045,32.353872,-108.73557,I-10,20 WB/20B EB,88,true,true,true
330,Love's Travel Stop #330,Travel Stop,110 Fast Lane,Baxter,TN,38544,36.139694,-85.63023,I-40,280,120,true,true,true
834,Love's Travel Stop #834,Travel Stop,8316 N Route 1,Grant Park,IL,60940,41.241902,-87.628942,,,33,true,true,false
763,Love's Travel Stop #763,Travel Stop,201 Love's Crossing,Hampshire,IL,60140,42.149101,-88.514535,I-90,42/US 20,224,true,true,true
254,Love's Travel Stop #254,Travel Stop,2299 Koger St,Mooresville,IN,46158,39.615839,-86.478508,I-70,59,95,true,true,true
718,Love's Travel Stop #718,Travel Stop,1127 Tyson Rd,Hope Hull,AL,36043,32.19624,-86.415235,I-65,158/Tyson Rd,85,true,true,true
490,Love's Travel Stop #490,Travel Stop,260 TVA Road,Jasper,TN,37347,35.035683,-85.58188,I-24,158,188,true,true,true
874,Love's Travel Stop #874,Travel Stop,2400 E 200 N,Lafayette,IN,47905,40.452717,-86.850201,I-65,175/IN Hwy-25,64,true,true,true
319,Love's Travel Stop #319,Travel Stop,780 Jeff Gordon Blvd.,Pittsboro,IN,46167,39.877254,-86.473992,I-74,61,82,true,true,true
238,Love's Travel Stop #238,Travel Stop,1090 Cedar Grove Rd.,Shepherdsville,KY,40165,37.979467,-85.694363,I-65,116,88,true,true,true
394,Love's Travel Stop #394,Travel Stop,11207 W State Road 10,Demotte,IN,46310,41.143469,-87.26102,I-65,230,120,true,true,true
355,Love's Travel Stop #355,Travel Stop,13615 Blue Lick Rd.,Memphis,IN,47143,38.490873,-85.76988,I-65,16,220,true,true,true
459,Love's Travel Stop #459,Travel Stop,4155 S Indianapolis Rd,Whitestown,IN,46075,39.979492,-86.395742,I-65,133,90,true,true,true
606,Love's Travel Stop #606,Travel Stop,1533 E 162nd Street,South Holland,IL,60473,41.599769,-87.579831,I-94,73B @ 162nd St,86,true,true,true
800,Love's Travel Stop #800,Travel Stop,1900 Busse Rd,Elk Grove Village,IL,60007,41.99875,-87.96085,,,16,true,true,true
451,Love's Travel Stop #451,Travel Stop,5115 N. 300 E.,Whiteland,IN,46184,39.551539,-86.044627,I-65,95,70,true,true,true
802,Love's Travel Stop #802,Travel Stop,3840 Garcon Point Rd,Milton,FL,32583,30.574249,-87.030483,I-10,26/Hwy-191 N,138,true,true,true
752,Love's Travel Stop #752,Travel Stop,100 E Commerce Ct,Elkhorn,WI,53121,42.652564,-88.542025,I-43,25,100,true,true,true
417,Love's Travel Stop #417,Travel Stop,3150 Grant St,Gary,IN,46408,41.561796,-87.35664,I-94,9,154,true,true,true
577,Love's Travel Stop #577,Travel Stop,431 Main St.,Shorter,AL,36075,32.404387,-85.956505,I-85,22,83,true,true,true
818,Love's Travel Stop #818,Travel Stop,6647 Hwy 46,Heflin,AL,36264,33.647017,-85.506004,I-20,205/AL Hwy-46,72,true,true,true
637,Love's Travel Stop #637,Travel Stop,W9493 County Road Cs,Dekorra - Poynette,WI,53955,43.390296,-89.469399,I-90,115 @ CR CS,73,true,true,true
345,Love's Travel Stop #345,Travel Stop,220 Oakwood St.,Oakdale,WI,54660,43.961187,-90.378159,I-90,94 / 48,76,true,true,true
310,Love's Travel Stop #310,Travel Stop,314 Kelly Rd,Wamsutter,WY,82336,41.675893,-107.982457,I-80,173,95,true,true,true
710,Love's Travel Stop #710,Travel Stop,1875 Campbell Crossing,Tipton,IN,46072,40.276444,-86.130021,,,88,true,true,true
770,Love's Travel Stop #770,Travel Stop,43100 US Hwy 41,Wadsworth,IL,60083,42.489035,-87.953391,I-94,US 41 / 1/Russell Rd,97,true,true,true
391,Love's Travel Stop #391,Travel Stop,7880 N Old US Highway 421,Saint Paul,IN,47272,39.449756,-85.626449,I-74,123,69,true,true,true
311,Love's Travel Stop #311,Travel Stop,523 Atlantic Ave.,Waco,GA,30182,33.691297,-85.189547,I-20,9,66,true,true,true
600,Love's Travel Stop #600,Travel Stop,9000 Interpark Dr,Pendleton,IN,46064,39.992157,-85.845121,I-69,214,100,true,true,true
278,Love's Travel Stop #278,Travel Stop,4703 Main St.,Joseph City,AZ,86032,34.954751,-110.311242,I-40,277,58,true,false,true
303,Love's Travel Stop #303,Travel Stop,1940 Waddy Road,Waddy,KY,40076,38.152234,-85.07025,I-64,43,67,true,true,true
842,Love's Travel Stop #842,Travel Stop,8708 Crossing Drive,Rockville,MN,56301,45.512369,-94.285667,I-94,164/MN Hwy-23,101,true,true,true
364,Love's Travel Stop #364,Travel Stop,200 Lower River Road NW,Charleston,TN,37310,35.290197,-84.817591,I-75,33,85,true,true,true
832,Love's Travel Stop #832,Travel Stop,15402 Hornsby Street NE,Columbus,MN,55025,45.248883,-93.022763,I-35,129,87,true,true,true
735,Love's Travel Stop #735,Travel Stop,1081 Belwood Road SE,Calhoun,GA,30701,34.443856,-84.915181,I-75,310,93,true,true,true
876,Love's Travel Stop #876,Travel Stop,10157 N Love's Ave,Michigan City,IN,46361,41.652281,-86.895889,I-94,34A/US Hwy-421 - SWC,114,true,true,true
622,Love's Travel Stop #622,Travel Stop,5930 Badger Dr.,Menomonie,WI,54751,44.906993,-91.855865,I-94,45,110,true,true,true
561,Love's Travel Stop #561,Travel Stop,17750 Hwy 285 Drive S,Mossy Head,FL,32435,30.733881,-86.349145,I-10,70,82,true,true,true
601,Love's Travel Stop #601,Travel Stop,6190 South State Route 109,Knightstown,IN,46148,39.843649,-85.557514,I-70,115,89,true,true,true
432,Love's Travel Stop #432,Travel Stop,9650 S. 20th St.,Oak Creek,WI,53154,42.871169,-87.940847,I-94,322,116,true,true,true
771,Love's Travel Stop #771,Travel Stop,1917 Hwy 18,West Point,GA,31833,32.877702,-85.148422,I-85,2/GA Hwy-18,82,true,true,true
383,Love's Travel Stop #383,Travel Stop,499 Loves Drive,Sparta,KY,41083,38.69365,-84.938639,I-71,55,85,true,true,true
831,Love's Travel Stop #831,Travel Stop,1600 N Fort Grant Rd,Willcox,AZ,85643,32.266928,-109.847324,I-10,340/Fort Grant Rd,60,true,true,true
359,Love's Travel Stop #359,Travel Stop,150 Old Allatoona Rd SE,Emerson,GA,30121,34.118857,-84.743165,I-75,283,93,true,true,true
633,Love's Travel Stop #633,Travel Stop,2952 Gary Drive,Plymouth,IN,46563,41.362314,-86.3492,,,59,true,true,true
792,Love's Travel Stop #792,Travel Stop,1810 Main Street,Green River,UT,84525,38.995129,-110.185162,I-70,160 NWQ,80,true,true,false
971,Love's Travel Stop #971,Travel Stop,720 Transcon Ln,Winslow,AZ,86047,35.019187,-110.672331,I-40,255/Transcon Ln,81,true,true,true
861,Love's Travel Stop #861,Travel Stop,222 Elizabeth Lee Pkwy,Loudon,TN,37774,35.732785,-84.400061,I-75,72-SWC,102,true,true,true
566,Love's Travel Stop #566,Travel Stop,3771 S US Highway 231,Ozark,AL,36360,31.427267,-85.619824,,,68,true,true,true
376,Love's Travel Stop #376,Travel Stop,1621 Bass Cross Rd.,Hogansville,GA,30230,33.159438,-84.871354,I-85,28,56,true,true,true
774,Love's Travel Stop #774,Travel Stop,747 Lee Road 248,Smiths Station,AL,36877,32.536993,-85.082484,,,62,true,true,true
480,Love's Travel Stop #480,Travel Stop,9155 Highway 321 N,Lenoir City,TN,37771,35.872378,-84.32321,I-40,364,100,true,true,true
323,Love's Travel Stop #323,Travel Stop,253 Tippy Ditch Rd,Marion,IN,46952,40.554335,-85.548979,I-69,264,147,true,true,true
618,Love's Travel Stop #618,Travel Stop,313 Porter Road,Sadieville,KY,40370,38.379493,-84.572583,I-75,136,80,true,true,true
587,Love's Travel Stop #587,Travel Stop,191 West Rolling Meadows Drive,Fond du Lac,WI,54937,43.748125,-88.46358,I-41,97,85,true,true,true
291,Love's Travel Stop #291,Travel Stop,3799 Colonel Rd.,Richmond,KY,40475,37.84322,-84.324537,I-75,95,63,true,true,true
879,Love's Travel Stop #879,Travel Stop,1379 Flaxmill Rd,Huntington,IN,46750,40.887716,-85.52357,,,39,true,true,true
222,Love's Travel Stop #222,Travel Stop,2698 US 35 N.,Richmond,IN,47374,39.870945,-84.933264,I-70,149B @ Hwy 35,130,true,true,true
321,Love's Travel Stop #321,Travel Stop,222 Highway 770,Corbin,KY,40701,36.977491,-84.116242,I-75,29,90,true,true,true
729,Love's Travel Stop #729,Travel Stop,2201 CR 17,Goshen,IN,46528,41.665878,-85.888229,,,85,true,true,true
460,Love's Travel Stop #460,Travel Stop,643 S. Highway 90,Benson,AZ,85602,31.962406,-110.344844,I-10,302,85,true,true,true
888,Love's Travel Stop #888,Travel Stop,8901 Hwy 374,Green River,WY,82935,41.560036,-109.539654,I-80,85/WY Hwy-374,90,true,true,true
640,Love's Travel Stop #640,Travel Stop,6710 South Business Dr,Sheboygan,WI,53081,43.6769,-87.7577,I-43,120/CR-V,53,true,true,true
453,Love's Travel Stop #453,Travel Stop,2510 Highway 231,Cottondale,FL,32431,30.749024,-85.382951,I-10,130/US Hwy-231,110,true,true,true
965,Love's Travel Stop #965,Travel Stop,190 US Hwy 16 E,Buffalo,WY,82834,44.357109,-106.662045,I-90,58/Hwy-16,64,true,true,true
307,Love's Travel Stop #307,Travel Stop,115 Truck Stop Way,Jackson,GA,30233,33.208091,-84.05852,I-75,201,40,true,true,true
353,Love's Travel Stop #353,Travel Stop,3220 39th St S,Fargo,ND,58104,46.831448,-96.844139,I-29,62,96,true,true,true
427,Love's Travel Stop #427,Travel Stop,2217 S Edwin C Moses Blvd,Dayton,OH,45417,39.732978,-84.208953,I-75,51,112,true,true,true
849,Love's Travel Stop #849,Travel Stop,1385 8th Ave SW,Valley City,ND,58072,46.910457,-98.00599,I-94,292,98,true,true,true
592,Love's Travel Stop #592,Travel Stop,5959 N State Road 101,Woodburn,IN,46797,41.141101,-84.850485,,,76,true,true,true
224,Love's Travel Stop #224,Travel Stop,3201 Hwy-14,Sterling,ND,58572,46.840108,-100.286974,I-94,182/ND-14 N,59,true,true,true
878,Love's Travel Stop #878,Travel Stop,7900 Adobe Road,Alamo,MI,49009,42.374803,-85.659821,,,63,true,true,true
742,Love's Travel Stop #742,Travel Stop,9790 Adams St,Holland,MI,49424,42.782791,-86.023202,I-196,52/Adams St,70,true,true,true
551,Love's Travel Stop #551,Travel Stop,3443 W. Maumee Street,Angola,IN,46703,41.633593,-85.050747,I-69,348,120,true,true,true
765,Love's Travel Stop #765,Travel Stop,4855 Maysville Road,Commerce,GA,30529,34.227399,-83.499387,I-85,147/Hwy 98,114,true,true,true
747,Love's Travel Stop #747,Travel Stop,2241 Fair Rd,Sidney,OH,45365,40.265328,-84.186013,I-75,90/Fair Rd,130,true,true,true
796,Love's Travel Stop #796,Travel Stop,1129 Smokey Mountain Lane,Newport,TN,37821,35.970619,-83.247821,I-40,432 EB / 432B WB,95,true,true,true
781,Love's Travel Stop #781,Travel Stop,1500 Monticello Road,Madison,GA,30650,33.562861,-83.497019,I-20,113/GA Hwy-83N,108,true,true,true
555,Love's Travel Stop #555,Travel Stop,1910 E 5th St,Delphos,OH,45833,40.847803,-84.312626,,,86,true,true,true
698,Love's Travel Stop #698,Travel Stop,1190 Frank Amerson Pkwy,Macon,GA,31216,32.717528,-83.733418,I-75,153/Sardis Church Rd,119,true,true,true
748,Love's Travel Stop #748,Travel Stop,14553 State Route 49,Edon,OH,43518,41.627561,-84.767331,I-90,OH-49,111,true,true,true
964,Love's Travel Stop #964,Travel Stop,265 Opportunity Way,Gretna,FL,32332,30.578341,-84.704463,I-10,174/FL-12,121,true,true,true
350,Love's Travel Stop #350,Travel Stop,739 E Frontage Rd,Nogales,AZ,85621,31.428598,-110.962381,I-19,12/ E Ruby Rd,79,true,true,true
605,Love's Travel Stop #605,Travel Stop,1725 Ridge Rd,Springfield,OH,45502,39.893548,-83.722517,I-70,59 @ Hwy 41,112,true,true,true
352,Love's Travel Stop #352,Travel Stop,13023 US 35,Jeffersonville,OH,43128,39.620768,-83.612786,I-71,65,141,true,true,true
808,Love's Travel Stop #808,Travel Stop,1737 Clark Ave,Albany,GA,31705,31.581169,-84.106279,,,100,true,true,true
581,Love's Travel Stop #581,Travel Stop,1915 South State Street,Salina,UT,84654,38.932001,-111.853582,I-70,56,65,true,true,true
972,Love's Travel Stop #972,Travel Stop,2950 N Toltec Rd,Eloy,AZ,85131,32.773571,-111.620632,I-10,203/Toltec Rd,129,true,true,true
553,Love's Travel Stop #553,Travel Stop,1055 N Grand Canyon Blvd,Williams,AZ,86046,35.262781,-112.193587,I-40,163,90,true,true,true
265,Love's Travel Stop #265,Travel Stop,5000 N Sunland Gin Rd,Eloy,AZ,85131,32.80643,-111.672093,I-10,200,105,true,true,true
787,Love's Travel Stop #787,Travel Stop,10465 Lonesome Pine Trail,Mosheim,TN,37818,36.2765,-82.925643,I-81,30/State Hwy-70 N,109,true,true,true
722,Love's Travel Stop #722,Travel Stop,14414 S Cross L Rd,Mayer,AZ,86333,34.334818,-112.117712,I-17,263/Arcosanti Rd,53,true,true,true
801,Love's Travel Stop #801,Travel Stop,1525 E 8th Ave,Cordele,GA,31015,31.975579,-83.758552,I-75,102/GA Hwy-257,92,true,true,true
336,Love's Travel Stop #336,Travel Stop,18720 Partello Rd.,Marshall,MI,49068,42.280206,-84.93073,I-94,112,112,true,true,true
810,Love's Travel Stop #810,Travel Stop,2001 State Route 540,Bellefontaine,OH,43311,40.371804,-83.725684,,,135,true,true,true
387,Love's Travel Stop #387,Travel Stop,4238 Old Dobbins Bridge Road,Fair Play,SC,29643,34.50482,-82.96193,I-85,4,92,true,true,true
328,Love's Travel Stop #328,Travel Stop,7001 W. Sundust Rd.,Chandler,AZ,85226,33.279875,-111.962298,I-10,162,95,true,true,true
518,Love's Travel Stop #518,Travel Stop,358 South 2200 West,Springville,UT,84663,40.162271,-111.651681,I-15,260,55,true,true,true
418,Love's Travel Stop #418,Travel Stop,750 N. Carol Malone Blvd.,Grayson,KY,41143,38.341101,-82.941906,I-64,172,50,true,true,true
841,Love's Travel Stop #841,Travel Stop,775 American Road,Napoleon,OH,43545,41.416321,-84.106962,,,98,true,true,true
969,Love's Travel Stop #969,Travel Stop,540 Timmons Way,West Jefferson,OH,43162,39.956789,-83.335457,I-70,80/OH-29,80,true,true,true
659,Love's Travel Stop #659,Travel Stop,8313 Roosevelt St,Tolleson,AZ,85353,33.457995,-112.23908,I-10,135,89,true,true,true
1055,Love's Travel Stop #1055,Travel Stop,8099 State Route 109,Delta,OH,43515,41.588752,-84.038556,I-90,39/OH-109,108,true,true,true
835,Love's Travel Stop #835,Travel Stop,915 South 1100 West,Fillmore,UT,84631,38.948548,-112.352721,I-15,163,79,true,true,true
690,Love's Travel Stop #690,Travel Stop,25727 Duroc St,Circleville,OH,43113,39.556927,-82.95828,,,101,true,true,true
871,Love's Travel Stop #871,Travel Stop,1805 Easley Hwy,Piedmont,SC,29673,34.674988,-82.539511,I-85,32/SC Hwy-8 W,91,true,true,true
356,Love's Travel Stop #356,Travel Stop,13190 Deshler Rd.,North Baltimore,OH,45872,41.17372,-83.65167,I-75,167,65,true,true,true
325,Love's Travel Stop #325,Travel Stop,178 Southwell Blvd.,Tifton,GA,31794,31.415715,-83.503054,I-75,59,115,true,true,true
744,Love's Travel Stop #744,Travel Stop,6023 Alum Creek Drive,Obetz,OH,43137,39.84506,-82.937652,I-270,49/2-mi S on Alum Crk Rd,90,true,true,true
785,Love's Travel Stop #785,Travel Stop,7300 West Grand River Ave,Grand Ledge,MI,48837,42.78529,-84.668084,I-96,90,110,true,true,true
320,Love's Travel Stop #320,Travel Stop,3009 Highway 257,Dublin,GA,31021,32.495759,-82.981753,I-16,49,68,true,true,true
436,Love's Travel Stop #436,Travel Stop,25 N. Redwood Rd.,Salt Lake City,UT,84116,40.769949,-111.939921,I-80,118,78,true,true,true
693,Love's Travel Stop #693,Travel Stop,1301 N Warpole St,Upper Sandusky,OH,43351,40.855721,-83.300795,,,68,true,true,true
280,Love's Travel Stop #280,Travel Stop,1610 S Miller Rd,Buckeye,AZ,85326,33.431284,-112.591725,I-10,114,48,true,true,false
354,Love's Travel Stop #354,Travel Stop,2129 Washington Rd. NW,Thomson,GA,30824,33.514228,-82.503612,I-20,172,79,true,true,true
872,Love's Travel Stop #872,Travel Stop,3799 Lancaster-Circleville Rd SW,Lancaster,OH,43130,39.716026,-82.670894,,,68,true,true,true
335,Love's Travel Stop #335,Travel Stop,2645 N Canyon Ranch Dr,Cedar City,UT,84720,37.725785,-113.051367,I-15,62,48,true,true,true
456,Love's Travel Stop #456,Travel Stop,26530 Baker Rd,Perrysburg,OH,43551,41.537233,-83.466653,I-280,1B,100,true,true,true
892,Love's Travel Stop #892,Travel Stop,9901 Schuster Way,Etna,OH,43018,39.944873,-82.679506,I-70,118/State Hwy-310 S,117,true,true,true
594,Love's Travel Stop #594,Travel Stop,2008 State Route 850,Bidwell,OH,45614,38.875395,-82.296051,,,80,true,true,true
308,Love's Travel Stop #308,Travel Stop,3308 Hwy 226 S.,Marion,NC,28752,35.657872,-81.96337,I-40,86,48,true,true,true
757,Love's Travel Stop #757,Travel Stop,14137 Plank Road,Milan,MI,48160,42.076541,-83.667902,,,95,true,true,true
296,Love's Travel Stop #296,Travel Stop,820 W Pima St,Gila Bend,AZ,85337,32.94432,-112.733253,I-8,115,41,true,true,true
613,Love's Travel Stop #613,Travel Stop,13365 Glenbrook Ave,Meadowview,VA,24361,36.756463,-81.856803,I-81,24,62,true,true,true
679,Love's Travel Stop #679,Travel Stop,1270 N State Highway 47,Hardin,MT,59034,45.748255,-107.611532,I-90,495/Hwy 47,74,true,true,true
550,Love's Travel Stop #550,Travel Stop,I-75 Old Clyattville Rd,Valdosta,GA,31601,30.774407,-83.298368,I-75,13,112,true,true,true
686,Love's Travel Stop #686,Travel Stop,20 South 1550 West St,Brigham City,UT,84302,41.508809,-112.053738,I-15,363,96,true,true,true
645,Love's Travel Stop #645,Travel Stop,1609 Nadeau Rd,Frenchtown,MI,48161,41.964765,-83.345143,I-75,18/Nadeau Rd,85,true,true,true
711,Love's Travel Stop #711,Travel Stop,976 State Route 97 W,Bellville,OH,44813,40.652891,-82.546018,I-71,165/Hwy-97,73,true,true,true
379,Love's Travel Stop #379,Travel Stop,3204 SE County Road 255,Lee,FL,32059,30.377124,-83.297401,I-10,262,103,true,true,true
378,Love's Travel Stop #378,Travel Stop,3875 Charleston Rd.,Ripley,WV,25271,38.757195,-81.69044,I-77,132,80,true,true,true
980,Love's Travel Stop #980,Travel Stop,12018 State Route US 250,Milan Township,OH,44846,41.321428,-82.613894,I-90,118/Hwy-250,111,true,true,true
843,Love's Travel Stop #843,Travel Stop,7988 160th Ave NE,Drayton,ND,58225,48.570063,-97.1893,I-29,187/ND Hwy-66,63,true,true,true
397,Love's Travel Stop #397,Travel Stop,116 Priester Road,Blacksburg,SC,29702,35.156688,-81.478429,I-85,104,94,true,true,true
396,Love's Travel Stop #396,Travel Stop,36 Dusty Rd.,Newberry,SC,29108,34.296351,-81.543761,I-26,76,86,true,true,true
221,Love's Travel Stop #221,Travel Stop,605 Sonora Rd.,Zanesville,OH,43701,39.968384,-81.90321,I-70,160,80,true,true,true
743,Love's Travel Stop #743,Travel Stop,6560 Dixie Highway,Bridgeport,MI,48722,43.348709,-83.861776,I-75,144,102,true,true,true
470,Love's Travel Stop #470,Travel Stop,11459 SW 61st Way,Jasper,FL,32052,30.452116,-82.933564,I-75,451/US Hwy-129,118,true,true,true
697,Love's Travel Stop #697,Travel Stop,1760 Southfork Dr,Newton,NC,28658,35.635688,-81.301141,,,104,true,true,true
272,Love's Travel Stop #272,Travel Stop,6035 E. Minerva Lane,Kingman,AZ,86401,35.19925,-113.90403,I-40,59,86,true,true,false
1043,Love's Travel Stop #1043,Travel Stop,415 19th Avenue West,Laurel,MT,59044,45.666098,-108.799271,I-90,432,177,true,true,true
715,Love's Travel Stop #715,Travel Stop,6168 N Scenic Hwy,Bastian,VA,24314,37.177665,-81.140518,I-77,58/N Scenic Hwy,51,true,true,true
332,Love's Travel Stop #332,Travel Stop,10145 Avon Lake Rd.,Burbank,OH,44214,40.996205,-81.995846,I-71,204,120,true,true,true
424,Love's Travel Stop #424,Travel Stop,340 Longs Pond Rd.,Lexington,SC,29073,33.924497,-81.290338,I-20,51,100,true,true,true
714,Love's Travel Stop #714,Travel Stop,2603 Sam Wilson Rd,Charlotte,NC,28214,35.255425,-80.980732,I-85,29/Sam Wilson Rd,53,true,true,true
239,Love's Travel Stop #239,Travel Stop,145 Major Grahams Rd.,Max Meadows,VA,24360,36.951409,-80.883067,I-81,84,122,true,true,true
474,Love's Travel Stop #474,Travel Stop,104 104th Street East,Williston,ND,58801,48.243802,-103.621143,,,108,true,true,true
333,Love's Travel Stop #333,Travel Stop,135 Sutton Ridge Ln.,Fort Mill,SC,29708,35.000639,-80.977899,I-77,83,44,true,true,true
497,Love's Travel Stop #497,Travel Stop,229 Mocksville Hwy,Statesville,NC,28625,35.812442,-80.8334,I-40,154/Old Mocksville Rd,74,true,true,true
701,Love's Travel Stop #701,Travel Stop,3191 Capac Rd,Capac,MI,48014,42.989255,-82.928883,I-69,176/Capac Rd,105,true,true,true
399,Love's Travel Stop #399,Travel Stop,227 Old Pipers Gap Rd.,Lambsburg,VA,24351,36.578653,-80.74052,I-77,1,94,true,true,true
386,Love's Travel Stop #386,Travel Stop,14875 AZ Hwy-95,Lake Havasu City,AZ,86404,34.724959,-114.315844,I-40,9,84,true,true,true
724,Love's Travel Stop #724,Travel Stop,13700 S US Highway 441,Lake City,FL,32025,30.002627,-82.598483,I-75,414/US Hwy-41/441,106,true,true,true
657,Love's Travel Stop #657,Travel Stop,2015 Bluff Rd,Cayce,SC,29033,33.9537,-80.993392,I-77,5 @ Bluff Rd,50,true,true,true
478,Love's Travel Stop #478,Travel Stop,6737 South 45th West,Idaho Falls,ID,83402,43.436962,-112.119846,I-15,113,59,true,true,true
