source_ref,official_name,brand_family,name,address,city,state,zip,lat,lng,interstate,exit_number,interstate_raw,parking_spaces,fuel_lanes,showers,overnight_parking,parking_restrictions,cat_scale,amenities,has_parking
387,ONE9 Travel Center,ONE9,ONE9 Travel Center #387,791 10th St,Carlin,NV,89822,40.71970773701785,-116.10611350066375,I-80,280,"I-80 & NV-278, Exit 280",60,5,5,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
385,Pilot Travel Center,Pilot,Pilot Travel Center #385,9890 MO-13,Collins,MO,64738,37.874340259276885,-93.62130251653291,,,US-54 & MO-13,65,8,3,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
392,ONE9 Travel Center,ONE9,ONE9 Travel Center #392,450 E Western Ave,Sonora,KY,42776,37.52252867325649,-85.88267079866276,I-65,81,"I-65, Exit 81",100,10,6,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
432,Pilot Travel Center,Pilot,Pilot Travel Center #432,8055 South I-35,Waco,TX,76706,31.456399015718898,-97.17165307448482,I-35,328,"I-35, Exit 328",271,10,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
438,Pilot Travel Center,Pilot,Pilot Travel Center #438,2940 Scottsville Rd,Franklin,KY,42134,36.71780129987355,-86.52539558346712,I-65,6,"I-65, Exit 6",150,10,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,true
557,Pilot Travel Center,Pilot,Pilot Travel Center #557,3710 W Carlsbad Hwy,Hobbs,NM,88240,32.697425340022924,-103.18358581875071,,,US-62,46,6,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
595,Pilot Travel Center,Pilot,Pilot Travel Center #595,2611 Vernell Rd,Marion,IL,62959,37.740443180822666,-88.96497850300342,I-57,54,"I-57, Exit 54",45,6,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
609,Pilot Travel Center,Pilot,Pilot Travel Center #609,16189 S Sunshine Blvd,Eloy,AZ,85131,32.7323837377861,-111.54941431282806,I-10,208,"I-10, Exit 208",210,10,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
636,Flying J Travel Center,Flying J,Flying J Travel Center #636,8200 Northwest Blvd,Davenport,IA,52806,41.6029144,-90.6248552,I-80,292,"I-80, Exit 292",146,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
678,Flying J Travel Center,Flying J,Flying J Travel Center #678,685 US-80,Pearl,MS,39208,32.27717875434153,-90.16006039298973,I-20,47,"I-20/55, Exit 47",175,12,12,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
707,Flying J Travel Center,Flying J,Flying J Travel Center #707,246 Allegheny Blvd,Brookville,PA,15825,41.172571,-79.095428,I-80,78,"I-80, Exit 78",140,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
775,Pilot Travel Center,Pilot,Pilot Travel Center #775,2841 S 60 E,Saint George,UT,84790,37.0599477,-113.581869,I-15,4,"I-15, Exit 4",60,7,3,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
922,Pilot Licensed Location,Pilot,Pilot Licensed Location #922,6102 US-2,Columbia Falls,MT,59912,48.3699566206542,-114.23971898413087,,,US-2 & MT-40,20,4,0,,,false,Diesel Lanes | ATM | DEF Lanes | Game Room | Truck Parking Spaces,true
1185,Pilot Dealer,Pilot,Pilot Dealer #1185,4031 Fleet St,Littlefield,AZ,86423,36.8972,-113.910531,I-15,9,"I-15, Exit 9",23,3,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true
1207,Pilot Travel Center,Pilot,Pilot Travel Center #1207,101 S Loop 464 Rd,Monahans,TX,79756,31.58741730364614,-102.917423090213,I-20,,I-20 BL & TX-464,24,4,2,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
6955,Pilot Travel Center,Pilot,Pilot Travel Center #6955,1044 Jimmie Kerr Rd,Haw River,NC,27258,36.070347561232765,-79.35116561547116,I-40,150,"I-40/85, Exit 150",130,11,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,true
6978,Pilot Travel Center,Pilot,Pilot Travel Center #6978,801 NC Highway 211 E,Candor,NC,27229,35.298307467016,-79.72639809140168,I-74,44,"I-74, Exit 44",25,6,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,true
6996,Pilot Travel Center,Pilot,Pilot Travel Center #6996,2574 W NC Hwy 24,Warsaw,NC,28398,34.99418442165676,-78.12972914351653,I-40,364,"I-40, Exit 364",10,5,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,true
7937,ONE9 Travel Center,ONE9,ONE9 Travel Center #7937,907 Knox Rd,McLeansville,NC,27301,36.06085647658663,-79.66228490370484,I-40,132,"I-40/85, Exit 132",0,4,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,false
7971,Pilot Travel Center,Pilot,Pilot Travel Center #7971,1343 Rock Barn Rd NE,Conover,NC,28613,35.720752417691926,-81.18845251011888,I-40,133,"I-40, Exit 133",62,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
7976,Pilot Travel Center,Pilot,Pilot Travel Center #7976,1006 Charlotte Hwy,Troutman,NC,28166,35.67143444252031,-80.85561448213959,I-77,42,"I-77, Exit 42",95,11,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
1,Pilot Travel Center,Pilot,Pilot Travel Center #1,5868 Nittany Valley Dr,Mill Hall,PA,17751,41.03420615544921,-77.5160584077943,I-80,173,"I-80, Exit 173",66,8,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
137,Pilot Travel Center,Pilot,Pilot Travel Center #137,395 E Vista Dr,Weed,CA,96094,41.3990246,-122.37658,I-5,745,"I-5, Exit 745",74,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
60,Pilot Travel Center,Pilot,Pilot Travel Center #60,2064 Homestead Rd,Bowman,SC,29018,33.41699,-80.6663716,I-26,159,"I-26, Exit 159",41,10,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | CB Shop | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
87,Pilot Travel Center,Pilot,Pilot Travel Center #87,1050 US 301 South,Jacksonville,FL,32234,30.2839697,-81.983862,I-10,343,"I-10, Exit 343",50,6,5,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
8,Pilot Travel Center,Pilot,Pilot Travel Center #8,25600 US-23,Circleville,OH,43113,39.557944,-82.957098,,,US-23 & Pittsburgh Rd,55,5,2,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
213,Pilot Travel Center,Pilot,Pilot Travel Center #213,3600 Interchange Rd,Columbus,OH,43204,39.9731405,-83.0998014,I-70,94,"I-70, Exit 94",100,8,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
260,Pilot Travel Center,Pilot,Pilot Travel Center #260,310 Cordele Rd,Albany,GA,31705,31.580632786880017,-84.08608626974579,,,US-82 & Hwy 300,71,7,4,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
285,Pilot Travel Center,Pilot,Pilot Travel Center #285,10258 Lancaster Rd,Hebron,OH,43025,39.945562395920604,-82.53629823388854,I-70,126,"I-70, Exit 126",90,9,5,,,true,Diesel Lanes | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
302,Pilot Travel Center,Pilot,Pilot Travel Center #302,6955 Theodore Dawes Rd,Theodore,AL,36582,30.55953629908067,-88.20561732711002,I-10,13,"I-10, Exit 13",65,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
304,Flying J Travel Center,Flying J,Flying J Travel Center #304,3105 S Doyle Rd,New Haven,IN,46774,41.05931909442916,-84.98019032090149,I-469,19,"I-469/OH-30, Exit 19",82,9,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
420,Pilot Travel Center,Pilot,Pilot Travel Center #420,1881 Eatonton Rd,Madison,GA,30650,33.56060332360283,-83.47867491401671,I-20,114,"I-20, Exit 114",110,9,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
475,Pilot Travel Center,Pilot,Pilot Travel Center #475,305 W Abrahames Rd,Moriarty,NM,87035,35.0112354,-106.0442999,I-40,196,"I-40/AZ-41, Exit 196",85,8,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
491,Pilot Travel Center,Pilot,Pilot Travel Center #491,3634 N Valley Pike,Harrisonburg,VA,22802,38.480373442539445,-78.81820200422975,I-81,251,"I-81, Exit 251",98,9,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
483,Pilot Travel Center,Pilot,Pilot Travel Center #483,3801 N Division St,Morris,IL,60450,41.39536105981498,-88.42186065047073,I-80,112,"I-80, Exit 112",73,8,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
494,Pilot Travel Center,Pilot,Pilot Travel Center #494,1128 Duanesburg Road,Schenectady,NY,12306,42.781440704213765,-74.02879534888324,I-88,,I-88. Exit 25,89,5,3,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
610,Flying J Travel Center,Flying J,Flying J Travel Center #610,3300 E Andy Devine Ave,Kingman,AZ,86401,35.21944612323178,-114.0071063,I-40,53,"I-40, Exit 53",95,10,12,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
611,Flying J Travel Center,Flying J,Flying J Travel Center #611,6700 W Latham St,Phoenix,AZ,85043,33.460877765835725,-112.2053807242021,I-10,137,"I-10, Exit 137",144,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
623,Flying J Travel Center,Flying J,Flying J Travel Center #623,32670 Blue Star Hwy,Midway,FL,32343,30.492490792000847,-84.42915143914793,I-10,192,"I-10, Exit 192",150,12,12,,,false,Diesel Lanes | Showers | Drivers Lounge | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
625,Flying J Travel Center,Flying J,Flying J Travel Center #625,11555 E Sligh Ave,Seffner,FL,33584,28.00970348194623,-82.30328826848694,I-4,10,"I-4, Exit 10",27,6,4,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
638,Flying J Travel Center,Flying J,Flying J Travel Center #638,3512 Franklin Rd,Caldwell,ID,83605,43.66157788380875,-116.65453084052754,I-84,29,"I-84, Exit 29",100,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
700,Flying J Travel Center,Flying J,Flying J Travel Center #700,26415 Warns Dr,Perrysburg,OH,43551,41.534688838750284,-83.4607347506996,I-280,1B,"I-280, Exit 1B",150,12,13,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
726,Pilot Travel Center,Pilot,Pilot Travel Center #726,7425 Bonnie View Rd,Dallas,TX,75241,32.65642457394642,-96.75113894440656,I-20,472,"I-20, Exit 472",144,12,12,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
758,Flying J Travel Center,Flying J,Flying J Travel Center #758,41 SE Wyoming Blvd,Casper,WY,82609,42.8519526,-106.2695671,I-25,185,"I-25, Exit 185",45,5,4,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
901,ONE9 Travel Center,ONE9,ONE9 Travel Center #901,5085 Buffalo Creek Rd,Elm Creek,NE,68836,40.692276562177675,-99.3817536699753,I-80,257,"I-80 & US-183, Exit 257",75,6,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
907,Pilot Licensed Location,Pilot,Pilot Licensed Location #907,1210 S Haynes Ave,Miles City,MT,59301,46.396967994861356,-105.82186272186891,I-94,138,"I-94, Exit 138",75,3,0,,,false,Diesel Lanes | Showers | ATM | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces,true
914,Flying J Licensed Location,Flying J,Flying J Licensed Location #914,8745 Hwy 93 N,Missoula,MT,59808,46.95510997530376,-114.13232162153055,I-90,96,"I-90, Exit 96",125,8,14,,,false,Diesel Lanes | Showers | ATM | DEF Lanes | Public Laundry | Truck Parking Spaces,true
1004,Pilot Travel Center,Pilot,Pilot Travel Center #1004,16600 W South Ave,Tonkawa,OK,74653,36.6960792,-97.3492936,I-35,214,"I-35, Exit 214",80,8,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
1005,Flying J Travel Center,Flying J,Flying J Travel Center #1005,480 Truck Inn Way,Fernley,NV,89408,39.61495876133422,-119.21674002712248,I-80,48,"I-80, Exit 48",26,8,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
1017,Flying J Travel Center,Flying J,Flying J Travel Center #1017,345 Roth Rd,Lathrop,CA,95330,37.8562275,-121.276207,I-5,465,"I-5, Exit 465",105,9,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
1059,Pilot Travel Center,Pilot,Pilot Travel Center #1059,709 N US-77,Schulenburg,TX,78956,29.695097589208757,-96.90183329075526,I-10,674,"I-10, Exit 674",76,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
7983,Pilot Travel Center,Pilot,Pilot Travel Center #7983,985 Peeler Rd,Salisbury,NC,28147,35.61228744589375,-80.52016194841005,I-85,71,"I-85, Exit 71",75,9,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,true
26,Pilot Travel Center,Pilot,Pilot Travel Center #26,6158 US-223,Ottawa Lake,MI,49267,41.799049,-83.694294,,5,"US-23/223, Exit 5",230,11,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
16,ONE9 Travel Center,ONE9,ONE9 Travel Center #16,5772 N US Hwy 68,Wilmington,OH,45177,39.52269640606008,-83.8461018,I-71,50,"I-71, Exit 50",12,6,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
14,Pilot Travel Center,Pilot,Pilot Travel Center #14,7680 E OH-37,Sunbury,OH,43074,40.265891962095886,-82.92406929679203,I-71,131,"I-71, Exit 131",115,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
39,Pilot Travel Center,Pilot,Pilot Travel Center #39,6002 W Monee Manhattan Rd,Monee,IL,60449,41.4275607,-87.7568136,I-57,335,"I-57, Exit 335",66,5,5,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
6,Pilot Travel Center,Pilot,Pilot Travel Center #6,61700 Southgate Rd,Cambridge,OH,43725,39.997137,-81.576912,I-70,178,"I-70, Exit 178",35,5,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
133,Pilot Travel Center,Pilot,Pilot Travel Center #133,109450 US-97,Chemult,OR,97731,43.215661936291966,-121.7837259728775,,,US-97 & Kranz St,37,6,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
179,Pilot Travel Center,Pilot,Pilot Travel Center #179,16921 Halfway Blvd,Hagerstown,MD,21740,39.62977337177432,-77.7829389090538,I-81,5B,"I-81, Exit 5B",85,9,0,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
206,Pilot Travel Center,Pilot,Pilot Travel Center #206,1201 W I-20,Weatherford,TX,76087,32.727247,-97.825168,I-20,406,"I-20, Exit 406",110,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
255,Pilot Travel Center,Pilot,Pilot Travel Center #255,433 Old Gate Ln,Milford,CT,06460,41.23690433826319,-73.0222192603809,I-95,40,"I-95, Exit 40",150,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
261,Pilot Travel Center,Pilot,Pilot Travel Center #261,403 SW Frontage Rd,Winona,MS,38967,33.4853155,-89.770302,I-55,185,"I-55/US-82, Exit 185",110,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
336,Pilot Travel Center,Pilot,Pilot Travel Center #336,1742 Rich Hwy,DuBois,PA,15801,41.1410550850312,-78.78318949206543,I-80,97,"I-80/US-219, Exit 97",65,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
354,Pilot Travel Center,Pilot,Pilot Travel Center #354,819 Buck Creek Rd,Simpsonville,KY,40067,38.210181957952784,-85.34812994171621,I-64,28,"I-64, Exit 28",25,7,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
425,Pilot Travel Center,Pilot,Pilot Travel Center #425,33333 Blue Star Hwy,Midway,FL,32343,30.48546795851514,-84.42098149206544,I-10,192,"I-10, Exit 192",90,7,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
440,Pilot Travel Center,Pilot,Pilot Travel Center #440,205 Pendleton Rd,Pendleton,KY,40055,38.4544402,-85.2972028,I-71,28,"I-71, Exit 28",100,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
458,Pilot Travel Center,Pilot,Pilot Travel Center #458,619 S Sunshine Blvd,Eloy,AZ,85131,32.73862986383351,-111.54938280125809,I-10,208,"I-10, Exit 208",82,8,5,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
